brand,category,description,name
Verb,Shampoo,"<b>What it is: </b>A shampoo that cleanses, moisturizes, and softens hair.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Medium and Thick<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Frizz<br><br><b>Key Benefits: <br></b>- Cleanses dry, frizzy hair<br>- Adds rich moisture<br>- Softens<br><br><b>Highlighted Ingredients:<br></b>- Argan Oil: Rich in antioxidants and provides moistures.<br>- Babassu Oil: Locks in moisture. <br>- Moisture-Locking Ceramide: Smooths hair, promotes shine, and increases hair elasticity.<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, and sulfates SLS & SLES. It is also vegan, gluten-free, and cruelty-free.<br><br><b>What Else You Need to Know:</b> Now with a new and improved formula and fragrance, Verb Hydrate Shampoo gently cleanses and adds moisture to dry, frizzy hair. Powered by argan oil, babassu oil, a moisture-locking ceramide, and a hydrating complex, this shampoo is formulated to leave hair nourished.<br><br><b>Fragrance Description: </b>Amber and warm jasmine.<br><br><b>Clinical Results:</b> In a test using the full Verb Hydrate Collection in a third-party testing lab, results showed:<b><br></b>- Reduces frizz by 77% after just 1 use<br>- Hair is 7 times more hydrated after just 1 use<br>","Hydrate Shampoo for Dry, Frizzy Hair"
RŌZ,Conditioner,"<p><strong>What it is: </strong>A daily conditioner, rich with peptides and ceramides, that hydrates and detangles to leave hair smooth for the healthiest results.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Damage, Split Ends, and Breakage</p><p>- Dryness</p><p>- Frizz</p><p><br></p><p><strong>Key Benefits: <br></strong>- Detangles, softens, and smooths without silicones</p><p>- Strengthens, de-frizzes, and restores moisture</p><p>- Has a creamy, rich formula that won’t weigh down hair</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- BotaniComplex™: Protects, soothes, hydrates, and nourishes hair.</p><p>- Ceramides and Pea Protein: Strengthen, minimizing brittleness and breakage.</p><p>- Avocado Oil: Reinforces hair’s health with rich levels of vitamins and fatty acids.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> After cleansing, follow with this nourishing, color-safe, detangling conditioner. It’s enriched with intensely moisturizing and conditioning avocado oil, the brand’s proprietary BotaniComplex™ to balance and protect hair, strengthening pea peptides, and smoothing ceramides. It’s the perfect foundation for your RŌZ styling routine.</p><p><br></p><p><strong>Fragrance Description: </strong>RŌZ’s signature fragrance evokes the spirit of an untamed California garden—verdant and green—with the subtle aroma of warm, woody vetiver and fresh, rejuvenating citron. Inspired by the misty mountains of Big Sur, it contains notes of bergamot, vetiver, neroli, and fig.</p><p><strong><br>Clean at Sephora<br></strong>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.</p><p><br></p><p>This product is an <em>Allure</em> Best of Beauty award winner.</p>",Foundation Hydrating Conditioner
Kérastase,Shampoo,"<b>What it is: </b>A sulfate-free shampoo for damaged color-treated hair to gently cleanse and prevent color fading while enhancing shine and hydrating without weighing down fine to medium hair types.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, and Curly<br><br><b>Hair Concerns:<br></b>- Color Safe<br>- Damage/Split Ends/Breakage<br>- Dryness<br><br><b>Key Benefits: <br></b>- Gently cleanses to remove buildup<br>- Hydrates without weighing hair down<br>- Enhances shine and smoothness to preserve color vibrancy<br><br><b>Highlighted Ingredients:<br></b>- Amino Acid, Lactic Acid, and Tartaric Acid: A healing acid blend that targets the three levels of hair damage and penetrates to recover hair from all types of color-induced damage and prevent color stripping or fading. (This specific product is formulated with amino acid and Centella asiatica.)<br><br><b>Ingredient Callouts:</b> Free of sulfates SLS & SLES.<br><br><b>What Else You Need to Know:</b> Preserve color vibrancy with this sulfate-free creamy shampoo that gently removes dirt and buildup without stripping color. Infused with amino acids, this stylist-loved formula hydrates to rebuild damaged fine to medium hair without weighing down for a lightweight bounce, smooth finish, and brilliant shine.<br><br><b>Clinical Results:</b> In a controlled study using a system of Chroma Absolu Bain and Fondant:<br>- Intense hydration for a smoother hair fiber was shown<br><br>In a controlled study using Chroma Absolu Bain versus untreated hair:<br>- 74% more brilliant shine was shown<br><br>In a controlled study using Chroma Absolu Bain, Fondant, and Thermique, results showed:<br>- A reduction in the appearance of fading color",Chroma Absolu Shampoo for Fine to Medium Color-Treated Hair
Briogeo,Conditioner,"<b>What it is: </b>A density-boosting conditioner that encourages nutrient rich microcirculation to the scalp and hair roots for fuller, healthier-looking hair. <br><br><b>Hair Type:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine<br><br><b>Hair Concerns:<br></b>- Thinning <br>- Volumizing<br>- Damage, Split Ends, and Breakage<br><br><b>Key Benefits: <br></b>- Contains naturally powerful, scientifically demonstrated ingredients for visibly thicker, fuller hair<br>- Has a lightweight, non-greasy formula and finish<br>- Briogeo NOVA Complex stimulates the scalp and strengthens strands to promote visible density in fine, thinning hair<br><br><b>Highlighted Ingredients:<br></b>- Energy Complex (Caffeine, CoQ10, and Green Coffee Oil): Stimulates the scalp and delivers antioxidant protection. <br>- Biotin: Nourishes and strengthens the hair and follicle for improved elasticity.<br>- Copper Peptides: Support a healthy hair life cycle.<br><br><b>Ingredient Callouts:</b> This product is vegan, gluten-free, and cruelty-free.<br><br><b>What Else You Need to Know:</b> This 97 percent-naturally derived conditioner combines scientifically tested ingredients (copper peptides and zinc) with hair-essential vitamins (biotin and vitamin E) to nourish strands and support healthier-, thicker-looking hair. <br><br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>","Destined For Density™ Peptide Conditioner for Thicker, Fuller Hair"
Briogeo,Shampoo,"<b>What it is: </b>A maximum-strength, clean, anti-dandruff shampoo that targets scalp flaking and irritation—without stripping hair of vital moisture.<br><br><b>Key Benefits: <br></b>- Soothes scalp itching, irritation, redness, and flaking associated with dandruff<br>- Gently cleanses the scalp without stripping hair of vital moisture<br>- Leaves hair and scalp feeling clean and refreshed<br><br><b>Highlighted Ingredients:<br></b>- Salicylic Acid (BHA) 3%: Medicated active relieves dandruff and psoriasis symptoms.<br>- Lactic Acid (AHA): Clears excess oil, product buildup, and dirt while hydrating the scalp.<br>- Binchotan Charcoal: Helps detoxify the scalp and hair by absorbing impurities and buildup.<br><br><b>What Else You Need to Know:</b> This award-winning shampoo relieves itchiness and irritation caused by dandruff, psoriasis, and seborrheic dermatitis. It gently exfoliates and cleanses the scalp with a blend of BHA, AHA, and charcoal. Balanced with essential hydration, it leaves you feeling hydrated, cleansed, and refreshed.",Scalp Revival™ Dandruff Relief Charcoal Shampoo
Kérastase,Shampoo,"<p ><strong>What it is:</strong><span style=""color: rgb(0, 0, 0); font-size: 13.3333px; font-style: normal; font-weight: 400; text-align: start; text-indent: 0px; background-color: rgb(255, 255, 255);""> </span>A sulfate-free repairing shampoo that gently cleanses, repairs bonds and removes calcium build-up for stronger and healthier hair.</p><p><br></p><p><strong>Hair Texture:</strong> Straight and Wavy</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Damage, Split Ends, and Breakage</p><p>- Dryness</p><p>- Shine</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Removes calcium buildup for stronger hair inside and out</p><p>- Repairs persistent damage, reversing stiffness and dullness for enhanced shine</p><p>- Visibly reverses hair damage</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Citric Acid: This organic acid acts from surface to core to deeply repair bonds and remove calcium build up.</p><p>- Glycine: This amino acid penetrates hair's inner layer, dramatically reduces breakage, and helps to neutralize dullness, and stiffness.</p><p><br></p><p><strong>Ingredient Callouts:</strong> Free of sulfates SLS & SLES.</p><p><br></p><p><strong>What Else You Need to Know: </strong>Premiere shampoo visibly reverses hair damage* through innovative dual-action technology, which repairs bonds & removes calcium build-up for stronger hair inside and out**. Repairs persistent damage, reversing stiffness and dullness caused by calcium build up from your shower water. Leaves hair 99% stronger* & healthier with 75% more shine*** and 93% less breakage**** </p><p><br></p><p>*Damage linked to frizz, dullness, roughness. Based on an instrumental and consumer test</p><p>**System of Concentre, bain & fondant *vs. non conditioning shampoo</p><p>***vs. unwashed hair</p><p>**** vs. non conditioning shampoo</p><p><br></p><p><strong>Fragrance Description:</strong> This luxurious scent is comprised of mandarin and citrus top notes, silky and delicate floral middle notes, and finishes with rich woody bottom notes.</p><p><br></p><p><strong>Clinical Results:</strong> In a study with continuous use of the full system:</p><p>- 99% of hair’s original strength was restored</p><p>In a study vs. unwashed hair:</p><p>- 73% more shine</p><p>- Hair was 2 times smoother</p><p><br></p><p>In a study vs. non conditioning shampoo:</p><p>- 93% stronger</p>",Mini Première Repairing Shampoo for Damaged Hair
Kérastase,Shampoo,"<strong>What it is: </strong> A strengthening shampoo blended with proteins and amino acids that gently cleanses, smooths, and softens to restore and add shine to slightly damaged hair<br><br><strong>Hair Type:</strong> Fine, Medium, and Thick<br><br><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily<br><br><strong>Hair Concerns:<br></strong>- Damage/Split Ends/Breakage<br>- Dryness<br>- Shine<br><br><strong>Key Benefits: <br></strong>- Rebuilds and Strengthens Slightly Damaged Hair<br>- Helps Prevent Future Breakage<br>- Softens and Smooths Hair, Enhancing Shine<br><br><strong>Highlighted Ingredients:<br></strong>- Pro-Keratine Complex: A blend of amino acids and proteins that help rebuild the hair structure.<br>- Ceramides: Aid in strengthening hair, enhancing shine and suppleness, and adding moisture. <br>- Resurrection Plant Sap: Smooths and hydrates even the most damaged hair. <br><br><strong>What Else You Need to Know:</strong> Strengthen and restore hair damaged from heat and over-styling with this daily shampoo infused with a blend of proteins and amino acids. Its hydrating formula improves moisture retention to prevent future breakage. It is the ultimate strengthening care recommended by professional stylists to smooth and soften hair while enhancing shine.",Resistance Strengthening Shampoo for Damaged Hair from Heat Styling
BondiBoost,Shampoo,"<b>What it is: </b>A vegan shampoo formulated for hair fallout and powered by aloe vera and other gentle, high-performing plant-derived ingredients for fuller-, thicker-looking hair.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Thinning <br>- Anti-Aging <br>- Damage/Split Ends/Breakage<br><br><b>Key Benefits: <br></b>- Improves the appearance of thinning hair<br>- Gently cleanses<br>- Supports healthy hair follicles<br><br><b>Highlighted Ingredients:<br></b>- Aloe Vera: Balances, hydrates, and conditions. <br>- Saw Palmetto: Combats thinning hair. <br>- Horsetail Extract: Rejuvenates and strengthens. <br><br><b>Ingredient Callouts:</b> This product is vegan, gluten-free, and cruelty-free.<br><br><b>What Else You Need to Know:</b> A hair care holy grail, this low-lather shampoo cleanses the scalp from follicle-clogging buildup while strengthening and conditioning hair. Powered by aloe vera plus a phytoactive blend of rosemary, saw palmetto, and horsetail extract, it promotes thicker-, healthier-, fuller-looking hair. <br><br><b>Fragrance Description: </b>Subtle yet invigorating peppermint leaves a fresh smell and tingly sensation on the skin and scalp.<b><br></b><br><br><br>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.",HG Shampoo for Thinning Hair with Rosemary
Fenty Beauty by Rihanna,Conditioner,"<p><strong>What it is: </strong><span style=""font-size:inherit;"" >An ultra-hydrating deep conditioner for dry, damaged hair with wild mango butter that reduces breakage, repairs split ends, de-frizzes and instantly detangles, leaving hair softer, smoother and shinier. </span></p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Medium and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Damage, Split Ends, and Breakage</p><p>- Dryness</p><p>- Frizz</p><p><br></p><p><strong>Key Benefits: <br></strong>- Thoroughly moisturizes and nourishes dry hair</p><p>- Softens, reduces frizz, and improves shine</p><p>- Quickly detangles</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Fenty Beauty by Rihanna’s Proprietary Complex, Replenicore-5: Clinically tested to visibly repair and strengthen, hydrate, smooth, and protect.</p><p>- Wild Mango Butter: Known for its nourishing and conditioning properties.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> This luxurious, extra-rich conditioner spreads and melts right into dry, damaged hair easily for faster conditioning with less product. Best for medium to thick hair.</p><p><br></p><p><strong>Fragrance Description: </strong>Luxe, rich, bright—the scent of a new era. Fenty Beauty’s signature warm, ambery floral fragrance drips you in notes of sparkling yuzu, golden amber, soothing florals, indulgent vanilla, and creamy sandalwood.<strong><br></strong></p><p><strong>Clinical Results:</strong> In a clinical study performed on dry hair, with 30 people across all hair types:</p><p>- 100% would recommend this conditioner to others</p><p>- After the first use, 100% agree this conditioner makes hair feel heathier, soft, and moisturized</p><p><br></p><p>In a clinical study performed on wet hair, with 30 people across all hair types:</p><p>- After the first use, 100% agree it provides good slip</p><p><br></p><p><strong>Clean at Sephora<br></strong>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.</p>",The Richer One Moisture Repair Deep Conditioner for Medium to Thick Hair
Kérastase,Conditioner,"<b>What it is: </b>A lightweight, fortifying conditioner that strengthens weak hair and delivers intense nourishment with added shine.<br><br><b>Hair Texture:</b> Straight, Wavy, and Curly<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Volumizing<br>- Dryness<br>- Thinning<br><br><b>Key Benefits: <br></b>- Intensely moisturizes and adds body<br>- Strengthens hair weakened by heat damage and brushing<br>- Easily detangles and prevents split ends<br><br><b>Highlighted Ingredients:<br></b>- Edelweiss Native Cells and Ginger Root: Detangle and moisturize while immediately increasing strength and softness.<br><br><b>Ingredient Callouts:</b> Free of sulfates SLS & SLES.<br><br><b>What Else You Need to Know:</b> A primary contributor to hair fall, breakage occurs when hair is weakened by daily aggressors, including heat, brushing, and over-styling. This lightweight, fortifying conditioner intensely hydrates to address hair fall caused by breakage from brushing. Sulfate- and silicone-free, the balm-like formula is recommended by professional stylists to easily detangle, soften, and add body and shine.<br><br><b>Fragrance Description: </b>The bright, invigorating scent unfolds with top notes of bergamot zest, cedrat, and lime; heart notes of basil, bergamot flower, and rose; and base notes of vetiver, musk, and tonka bean.<b><br></b><br><b>Clinical Results:</b> In a controlled study using a system of Genesis Strengthening Shampoo for Normal to Oily Hair, Genesis Strengthening Conditioner, and Genesis Strengthening Serum for Hair and Scalp vs. a non-conditioning shampoo, results showed:<br>- 98% less breakage<br>- 97% less hair fall due to breakage from brushing",Mini Genesis Strengthening Conditioner
Olaplex,Conditioner,"<b>What it is: </b>A weightless, highly concentrated fine-hair conditioner to hydrate and build lasting volume. <br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine<br><br><b>Hair Concerns:<br></b>- Volumizing<br><br><b>Key Benefits: <br></b>- Weightlessly hydrates and nourishes<br>- Detangles and smooths fine hair<br>- Helps build lasting volume, body, and bounce<br><br><b>Highlighted Ingredients:<br></b>- Flexible Polymers: Provide volume and lift at the root.<br>- Low Molecular Weight Hyaluronic Acid: Promotes soft, hydrated hair.<br>- Hydra-Balancing Matrix: Leaves fine hair weightlessly clean and hydrated without over-conditioning.<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, phthalates, mineral oil, oxybenzone, retinyl palmitate, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan and cruelty-free.<br><br><b>What Else You Need to Know:</b> This conditioner perfectly hydrates, nourishes, and detangles fine hair, leaving it smooth and strong without weighing it down, so volume lasts all day. It is clinically shown to strengthen and prevent and care for damage from daily hair stressors and styling.<br><br><b>Clinical Results:</b> When used with No.4FINE Bond Maintenance® Shampoo: <br>- 2X volume<br>- 2X strength <br>- Doubles hair volume instantly and all day <br>- 60% reduction in breakage",No.5 Fine Bond Maintenance™ Volumizing and Strengthening Hair Conditioner
Briogeo,Shampoo,"<b>What it is: </b>A hydrating shampoo for soft, defined waves and curls with less frizz.<br><br><b>Hair Type:</b> Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns: <br></b>- Curl-Enhancing<br>- Dryness<br>- Frizz<br><br><b>Key Benefits: <br></b>- Provides a hydrating cleanse without stripping your hair of its natural oils<br>- Minimizes frizz to enhance curl definition<br>- Clean and naturally derived, formulated 6-free™, and made with a proprietary NOVA Complex®<br><br><b>Formulation:</b> Liquid<br><br><b>Highlighted Ingredients:<br></b>- Rice Amino Acids: Seal the hair cuticle to lock out frizz-causing moisture.<br>- Shea Butter: Hydrates and softens curls with rich antioxidants.  <br>- Tomato Fruit Ferment: Seals the hair cuticle to enhance definition and ensure consistent curl formation.<br><br><b>Ingredient Callouts:</b> This product is vegan, cruelty-free, and gluten-free.<br><br><b>What Else You Need to Know:</b> A 97 percent natural formula, this sulfate-free shampoo is fortified with rice amino acids that seal the hair cuticle and lock out frizz-causing humidity. Tomato fruit ferment enhances moisture retention for uniform curl formation, while ultra-hydrating shea butter and avocado oil enhance softness without weighing the hair down.<br><br><br><p><strong>Clean & Planet Aware</strong><br>Our ambitious curation of beauty made without controversial ingredients from brands dedicated to making meaningful environmental commitments, including sustainable ingredients and sourcing, packaging, corporate commitments, and consumer transparency.</p>",Curl Charisma™ Rice Amino + Avocado Hydrating Shampoo
Moroccanoil,Conditioner,"<b>What it is: </b>A gentle, detangling, nourishing conditioner that adds volume and shine to fine, limp hair.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Coily, Curly, Straight, and Wavy<br><br><b>Hair Concerns:<br></b>- Shine<br>- Volumizing<br>- Dryness<br><br><b>Key Benefits: <br></b>- Boosts Volume<br>- Enhances Shine<br>- Increases Manageability<br><br><b>Highlighted Ingredients:<br></b>- Argan Oil: Restores elasticity, smoothness, and manageability to hair.<br>- Glycerin: Adds moisture.<br>- <i>Tilia tomentosa</i> (Linden) Bud Extract: Plumps up and conditions hair.<br><br><b>Ingredient Callouts:</b> Free of parabens, phthalates, and sulfates SLS & SLES. It also comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> Powered by plumping linden bud extract and nourishing argan oil, this lightweight formula leaves hair looking and feeling healthier with added body, manageability, and shine.",Extra Volume Conditioner
OUAI,Shampoo,"<p><strong>What it is: </strong>For medium hair, this color-safe, hydrating shampoo strengthens & adds shine while cleansing, eliminating frizz & leaving hair smelling amazing.</p><p><br></p><p><strong>Hair Type:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Texture:</strong> Medium</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Frizz</p><p>- Shine</p><p>- Damage, Split Ends, and Breakage</p><p><br></p><p><strong>Key Benefits: <br></strong>- Strengthens and adds shine</p><p>- Hydrates and eliminates frizz</p><p>- Repairs and nourishes</p><p><br></p><p><strong>Formulation:</strong> Gel</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Kumquat Fruit Extract: Full of vitamins A, B, and C to add shine.</p><p>- Babassu Oil: Hydrates hair and scalp.</p><p>- Coconut Oil: Strengthens, seals split ends, and reduces breakage.</p><p><br></p><p><strong>Ingredient Callouts:</strong> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban. This product is also cruelty-free, gluten-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> This Medium Hair Shampoo cleanses while strengthening, reviving shine & eliminating frizz for medium strands. Wash your OUAI to a happy medium & leave hair feeling repaired & nourished while smelling amazing thanks to Mercer Street—a luxe fragrance with notes of Italian lemon, jasmine, & white musk.</p>",Medium Hair Shampoo
L'Oréal Professionnel,Conditioner,"<b>What it is: </b>A moisturizing conditioner formulated with quinoa and proteins that leaves hair stronger, shinier, softer, and deeply hydrated.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Medium and Thick<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Shine<br>- Damage, Split Ends and Breakage <br><br><b>Key Benefits: <br></b>- Deeply moisturizes and easily detangles dry hair<br>- Repairs hair damaged from daily aggressors like heat and over-styling<br>- Leaves hair soft and shiny for healthy-looking results<br><br><b>Highlighted Ingredients:<br></b>- Gold Quinoa: A complex blend of amino acids to repair, hydrate, and protect against external aggressors. <br>- Hydrolyzed Wheat Protein: A vegetable protein that seals the hair cuticle to add hydration. <br><br><b>What Else You Need to Know:</b> This daily conditioner is infused with gold quinoa and proteins to deeply nourish medium-to-thick, dry hair. Its moisturizing formula strengthens hair to help reduce damage caused by daily aggressors like heat, over-styling, and environmental pollutants. Add to your wash-day routine for professional, salon-grade care that leaves hair soft and radiant with a lightweight feel.<br><br><b>Fragrance Description:</b> A sensorial fragrance blended with top notes of bergamot and mandarin, middle notes of mimosa, freesia, and peony, and base notes of white musk.",Absolut Repair Conditioner for Dry Hair
BondiBoost,Conditioner,"<b>What it is: </b>A vegan conditioner formulated for hair fallout and powered by aloe vera and other gentle, high-performing plant-derived ingredients for fuller-, thicker-looking hair.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Thinning <br>- Anti-Aging <br>- Damage/Split Ends/Breakage<br><br><b>Key Benefits: <br></b>- Promotes scalp and hair follicle health<br>- Supports fuller-, thicker-looking hair<br>- Strengthens hair to reduce split ends<br><br><b>Highlighted Ingredients:<br></b>- Aloe Vera: Balances, hydrates, and conditions. <br>- Saw Palmetto: Addresses hair fallout. <br>- Horsetail Extract: Rejuvenates and strengthens. <br><br><b>Ingredient Callouts:</b> This product is vegan and cruelty-free.<br><br><b>What Else You Need to Know:</b> A hair care holy grail powered by aloe vera plus a phytoactive blend of rosemary, saw palmetto, and horsetail extract, this strengthening vegan conditioner leaves hair visibly thicker, fuller, and healthier.<br><br><b>Fragrance Description: </b>Subtle yet invigorating peppermint leaves a fresh smell and tingly sensation on the skin and scalp.<b><br></b><br><br><br>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.",HG Conditioner for Thinning Hair with Rosemary
Pureology,Shampoo,"<b>What it is: </b>A rich-lather, sulfate-free, purple shampoo that tones and fortifies brassy, damaged, and lightened hair. <br><br><b>Hair Type:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Color Safe<br>- Damage, Split Ends, and Breakage<br>- Brassiness<br><br><b>Key Benefits: <br></b>- Tones and neutralizes brassiness<br>- Strengthens and fortifies lightened hair<br>- Provides extraordinary color protection<br>- Highly concentrated formula allows for 75+ shampoos in a single bottle<br><br><b>Formulation:</b> Liquid<br><br><b>Highlighted Ingredients:<br></b>- Keravis: A strengthening protein known to prevent hair breakage.<br>- Astaxanthin: A powerful antioxidant part of the exclusive Asta-Repair technology that helps heal and repair damaged hair.<br>- Purple Orchid: Provides violet toning properties. <br><br><b>Ingredient Callouts:</b> Free of sulfates SLS and SLES, parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, triclosan, and triclocarban, and contains less than one percent of synthetic fragrances. This product is also vegan, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This formula includes a signature aromatherapy blend of pear, rose, and sandalwood and a patented Antifade Complex® to protect color vibrancy and ensure lasting color payoff. It also includes sunflower seed, a UV filter, and vitamin E to fight color-depleting environmental effects while ensuring lasting shine.",Strength Cure Blonde Purple Shampoo
Virtue,Conditioner,"<b>What it is: </b>A fragrance-free, drug-free conditioner that hydrates and nourishes roots to ends while balancing the scalp ecosystem, so hair grows stronger and healthier.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Flaky/Dry Scalp<br>- Oily Scalp<br>- Scalp Build Up<br><br><b>Key Benefits: <br></b>- Suitable to apply on the scalp<br>- Hydrates and nourishes from roots to ends<br>- Balances the scalp’s ecosystem<br><br><b>Highlighted Ingredients:<br></b>- Alpha Keratin 60ku CLINICAL®: Bio-identical protein that refills and replaces keratin lost to daily damage.<br>- Sarcosine: Helps to reset the scalp microbial ecosystem.<br>- Specialty Aniseed Myrtle Extract: Improves and balances the scalp microbiome.<br><br><b>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan, gluten-free, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This drug-free formula marries skincare-inspired ingredients with Alpha Keratin 60ku Clinical®, a protein 100 percent bio-identical to the keratin found in your hair and scalp. It nourishes the scalp microbiome while reversing hair damage, so you don’t have to choose between a healthy scalp and your healthiest hair.<br><br><b>Fragrance Description: </b>This conditioner is fragrance-free.<b> <br></b><br><b>Clinical Results:</b> Results of a clinical study of 59 women who used the scalp products for 28 days: <br>- 93% saw a more balanced scalp which results in a reduction in itchiness, flakiness, and irritation <br>- Hair is more balanced roots to ends<br>- 93% saw less flakiness",Scalp Remedy Conditioner
OUAI,Shampoo,"<b>What it is:</b>A St. Barts-scented deep-cleansing sugar scrub that exfoliates product buildup from your scalp while visibly smoothing out and nourishing dry skin.<br><br><b>Highlighted Ingredients:<br></b>- Sugar Crystals: Gently exfoliate the scalp and body while supporting microcirculation.	<br>- Panthenol and Glycerin: Improve skin moisture.	<br>- Coconut Oil: Fatty acid that nourishes the scalp and body.<br><br><b>Fragrance Description:</b> Fly a-OUAI to St. Barts with this scent that has notes of dragon fruit, orange blossom, tuberose, and Baltic amber. Use to prep skin for a real beach day, a spray tan, or just to transport yourself out of your shower for a minute.",St. Barts Cleansing Scalp & Body Sugar Scrub
