brand,category,description,name
Function of Beauty PRO,Hair Masks,"<p><strong>What it is: </strong>A Hair Goal Concentrate that locks in moisture by creating a mesh net around the hair fiber, quenching thirsty strands. The Moisture Shot Hair Goal Concentrate is great for all hair types but is especially recommended for curly and coily hair who need extra moisture to protect their curls and coils.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Dryness</p><p>- Oily Scalp</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Quenches thirsty strands</p><p>- Locks in moisture</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Red and Brown Algae Extract: Boosts moisture.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> Add this Hair Goal Concentrate to your Function of Beauty PRO Shampoo or Conditioner Mask to fully customize your formula. Add up to three Hair Goal Concentrates per product to address a range of haircare concerns. Due to the concentration of natural ingredients the formulas may appear colored.</p><p><br></p><p><strong>Fragrance Description:</strong> Fragrance free</p><p><br></p>",Function of Beauty PRO The Moisture Shot Hydrating Hair Goal Concentrate Mix-In in 0.13 oz / 4 mL - The Moisture Shot Hydrating Concentrate Image 2
Fenty Beauty by Rihanna,Hair Masks,"<p><strong>What it is: </strong>A pro-grade bond-building treatment great for all hair types, especially those damaged from heat styling, chemical services and coloring that penetrates deep into the cortex to provide instant inside-out repair and up to 75% improvement in damage. Use it in place of conditioner.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Damage, Split Ends, and Breakage</p><p>- Dryness</p><p>- Frizz</p><p><br></p><p><strong>Key Benefits: <br></strong>- Up to 75 visible percent improvement in damage</p><p>- Targets split ends and reduces breakage</p><p>- Fast results after just one use</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Fenty Beauty by Rihanna’s Proprietary Complex, Replenicore-5: Clinically tested to visibly repair, strengthen, hydrate, smooth, and protect.</p><p>- Baobab Seed Extract: Known to help strengthen and nourish.</p><p>- Chia Seed Extract: Known to reinforce hair bonds and visibly repair.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> With a proprietary bond-building formula, powered by amino acids, chia seed extract and a unique complex, Replenicore-5, you’ll see up to 75% improvement in damage*. Hair instantly looks and feels healthier, moisturized, softer and smoother with just one use. Leave it in or rinse it out.</p><p><br></p><p><strong>Fragrance Description: </strong>Luxe, rich, bright—the scent of a new era. Fenty Hair’s signature warm, ambery floral fragrance drips you in notes of sparkling yuzu, golden amber, soothing florals, indulgent vanilla and creamy sandalwood.    </p><p><br></p><p><strong>Clinical Results:</strong> In an 8-week clinical study on 31 people, when used as a leave-in, results showed:</p><p>- Up to 75% improvement in damage</p><p>- Up to 72% stronger hair</p><p><br></p><p>In a clinical study with 31 people across all hair types, after the first use:</p><p>- 100% agree this formula immediately makes hair look healthier and feel smoother</p><p><br></p><p><strong>Clean at Sephora<br></strong>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.</p>",Fenty Beauty by Rihanna Mini The Comeback Kid Instant Damage Repair Hair Treatment in 2 oz Image 2
dae,Hair Masks,"<p><strong>What it is: </strong>A prewash glossing treatment that delivers brilliant shine, reduces frizz and smooths & hydrates hair.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Frizz</p><p>- Shine</p><p>- Straightening and Smoothing</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Adds dazzling shine</p><p>- Creates silky-smoothness & tames frizz</p><p>- Boosts hydration</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Prickly Pear Seed Oil: Fatty acids condition strands to be silky, soft, and shiny.</p><p>- Moringa Seed Oil: Vitamins and antioxidants boost keratin and restore moisture.</p><p>- Shea Butter: Moisturizes hair, tames frizz, and repairs damage.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan and cruelty-free.</p><p><br></p><p><strong>What Else You Need to Know:</strong> This shine booster is made to be used as a prewash treatment to deliver smooth, shiny hair. It is infused with prickly pear seed oil and tames frizz, nourishes, and hydrates.</p><p><br></p><p><strong>Fragrance Description: </strong>This treatment has crisp, fruity notes of prickly pear, mandarin, and magnolia—the aroma of desert romance in full bloom. A maples journey through miles of cacti adorned with fresh flowers of every hue. A collection of moments that make you feel forever free.</p><p><br></p><br><br>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.",dae Stargloss Shine Hair Gloss Treatment in 6 oz / 177 ml Image 2
Bumble and bumble,Hair Masks,"<b>What it is: </b>A weekly bond-building treatment that strengthens and repairs heat-, chemical-, or color-damaged hair while adding softness and shine.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Shine<br>- Frizz<br>- Damage, Split Ends, and Breakage <br><br><b>Key Benefits: <br></b>- Smooths the hair cuticle",Bumble and bumble Bond-Building Repair Treatment Image 2
Rossano Ferretti Parma,Scalp Treatments,"<b>What it is: </b>A powerful pre-wash formula that repairs and regenerates even the driest, most damaged, or over-processed hair, leaving it soft, silky, healthy, and strong.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Coily, Curly, Straight, and Wavy<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Damage, Split Ends, and Breakage<br>- Scalp Buildup<br><br><b>Key Benefits: <br></b>- Repairs Damaged, Dry Hair<br>- Protects Against Damage and Breakage<br>- Shows Results After One Use<br><br><b>Highlighted Ingredients:<br></b>- Keratin: Protects against damage and breakage, restores strength, and improves elasticity.<br>- Olive: Protects and moisturizes to provide luster and elasticity to dull, damaged hair.<br>- Shea Butter: Supports cell regeneration and circulation for healthy hair, scalp, and skin.<br><br><b>Ingredient Callouts:</b> This product is vegan and cruelty-free.<br><br><b>What Else You Need to Know:</b> This mask repairs and replenishes hair in even the worst condition for fast and noticeable improved hair health and condition. A little of this very rich formula goes a long way, and only occasional use is needed to regenerate and maintain optimum hair condition. This product is 100 percent made in Italy.<br><br><b>Fragrance Description: </b>This mask features a rich, alluring scent with fruity notes of peach and mandarin that combine with vanilla, caramel, and shea butter for desert island aromas.",Rossano Ferretti Parma Prodigio Regenerating Pre-Wash Hair Mask Treatment in 6.8 oz / 200 mL Image 2
Davines,Hair Masks,"<b>What it is: </b>A repairing mask that strengthens and protects heat-damaged hair, leaving it soft, nourished, and shiny.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Medium and Thick<br><br><b>Hair Concerns:<br></b>- Damage, Split Ends, and Breakage<br>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Repairs and restores damaged hair<br>- Provides deep nourishment and shine<br>- Intensely conditions<br><br><b>Highlighted Ingredients:<br></b>- Babassu Butter: Detangles, softens, and adds silkiness and body to hair.<br>- Yellow Clay: Restores the hair structure with rich levels of copper.<br><br><b>Ingredient Callouts:</b> This product is vegan.<br><br><b>What Else You Need to Know:</b> This restorative mask intensely hydrates and nourishes all hair types, preventing damage due to heat styling. With a blend of babassu butter, copper, and iron-rich yellow clay, it restores structure and body, leaving hair feeling healthier and stronger after just one use.",Davines The Renaissance Circle Repair Hair Mask for Damaged Hair in 1.69 oz/50 ml Image 2
shu uemura,Scalp Treatments,"<p><strong>What it is: </strong><span style=""color: rgb(0, 0, 0); font-size: 12px; font-style: normal; font-weight: 400; text-align: start; text-indent: 0px; background-color: rgb(255, 255, 255);"" >A deeply hydrating hair mask infused with Japanese-sourced moringa oil and red algae for intense nourishment and hydration, detangling, adding shine, and protecting against future dryness.</span></p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Texture:</strong> Coily, Curly, Straight, and Wavy</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Dryness</p><p>- Shine</p><p>- Frizz</p><p><br></p><p><strong>Key Benefits: <br></strong>- Adds rich nourishment and hydrates</p><p>- Leaves hair smooth with a healthy-looking shine</p><p>- Protects and defends against the effects of environmental pollutants</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Japanese Moringa Oil Extract: Rich in nutrients, vitamins, and antioxidants to catch pollutants and intensely purify.</p><p>- Japanese Red Micro-Algae Extract: Rich in vitamins, minerals, and amino acids to support hair cell regeneration for future hydration.</p><p><br></p><p><strong>What Else You Need to Know:</strong> <span style=""color: rgb(0, 0, 0); font-size: 12px; font-style: normal; font-weight: 400; text-align: start; text-indent: 0px; background-color: rgb(255, 255, 255); line-height: 18px;"" >This intensely hydrating, professional hair mask for dry hair is formulated with precious Japanese-sourced moringa oil, also known as the ""miracle tree"" for its dense nutrients, to intensely hydrate, nourish, and protect hair from future dryness. Perfect for all hair types and textures, this color-safe hair mask smooths and detangles to leave hair healthy-looking with an enhanced shine.</span></p><p><br></p><p><strong>Fragrance Description:</strong> Top notes of a botanic blend are complemented by middle notes of camellia, white freesia, and heliotrope, and supported by base notes of powdery musk.</p>",shu uemura Urban Moisture Deep Hydration Treatment Mask for Dry Hair in 6 oz/ 200 mL Image 2
Davines,Hair Masks,"<b>What it is: </b>A three-minute, deep-conditioning mask that moisturizes and rejuvenates hair while improving softness and combability, in just one use.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Medium and Thick<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Moisturizes dry strands and scalps<br>- Works in just three minutes<br>- Intensely conditions<br><br><b>Highlighted Ingredients:<br></b>- Hyaluronic Acid: Intensely moisturizes.<br>- Red Clay: Removes impurities with its high iron content.<br><br><b>Ingredient Callouts:</b> This product is vegan.<br><br><b>What Else You Need to Know:</b> This deep-conditioning mask nourishes and hydrates in just three minutes, giving you softer, shinier, healthier hair in a hurry. It's formulated with hyaluronic acid for deep moisturization, as well as natural red clay for cleansing away impurities.",Davines The Quick Fix Circle Hair Mask for Deep Conditioning in 1.69 oz/ 50 ml Image 2
Curlsmith,Hair Masks,"<b>What it is: </b>An intense pre-shampoo salve, rich in hair-bond-targeting proteins, that strengthens and repairs curls from the inside out.<br><br><b>Hair Type:</b> Wavy, Curly, and Coily<br><br><b>Hair Texture:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Curl-Enhancing<br>- Dryness <br>- Frizz<br><br><b>Key Benefits: <br></b>- Tames Frizz<br>- Defines Curls<br>- Targets Split Ends and Damaged Hair<br><br><b>Highlighted Ingredients:<br></b>- Chia Proteins: Address damage to hair’s keratin structure. <br>- Sweet Almond Oil: Seals nourishment into the hair shaft. <br><br><b>Ingredient Callouts:</b> Free of parabens, phthalates, mineral oil, and sulfates SLS & SLES. It is also vegan and cruelty-free.<br><br><b>What Else You Need to Know:</b> This formula’s powerful, superfood-rich blend targets all three types of hair bonds to restore hair-fiber strength. Fortifying proteins boost elasticity, and curls are left stronger, healthier, protected, and repaired.",Curlsmith Bond Curl Rehab Hair Salve in 2 oz / 59 mL Image 2
Davines,Hair Masks,"<b>What it is: </b>A fast-acting hair mask for coarse or frizzy hair that adds softness and immediate anti-frizz action, facilitating straightening for a sleek and smooth result.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Frizz<br>- Shine<br>- Straightening and Smoothing<br><br><b>Key Benefits: <br></b>- Tames unwanted frizziness and volume<br>- Facilitates straightening<br>- 30-second processing time<br><br><b>Highlighted Ingredients:<br></b>- Minuta Olive Extract: Fatty acids and vitamin E are nourishing, softening, and moisturizing.<br><br><b>Ingredient Callouts:</b> Free of parabens and sulfates SLS & SLES. It is also vegan. <br><br><b>What Else You Need to Know:</b> This mask is infused with Minuta olive extract, which is abundant in fatty acids and vitamin and therefore contributes to boost hair's shine and elasticity. Slow Food Presidia support small producers so they can continue to grow traditional and artisanal products and plants that are at risk of disappearing.<br>",Davines LOVE Smoothing Instant Hair Mask for Frizzy Hair in 8.91 oz/ 250 ml Image 2
Oribe,Hair Masks,"<b>What it is: </b>A luxe, nutrient-rich mask that revives and restores overworked hair.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b>Coily, Curly, Straight, and Wavy <br><br><b>Hair Concerns:<br></b>- Dryness<br>- Shine <br>- Color Safe  <br><br><b>Key Benefits: <br></b>- Deeply hydrates and conditions<br>- Moisturizes and softens <br>- Delivers incredible shine<br><br><b>Highlighted Ingredients:<br></b>- Macadamia Nut Seed Oil: Smooths hair and delivers antioxidant protection.<br>- Wild Mango Butter: Improves shine and combability.<br>- Oribe Signature Complex: Defends hair from environmental elements, oxidative stress, photoaging, and the deterioration of natural keratin.<b><br><br>Ingredient Callouts:</b> Free of parabens, formaldehydes, formaldehyde-releasing agents, mineral oil, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, and triclosan. It is also vegan, gluten-free, and cruelty-free.<br><br><b>What Else You Need to Know:</b> Enjoy a super-rich indulgence with the crème de la crème of hair masks. This hydrating formula transforms even the driest hair, giving you the healthier-looking locks you long for. Antioxidants and wild mango butter protect against dryness and increase shine, leaving your hair supremely soft.<br><br>All Oribe products are dermatologist tested and formulated with safe, high-quality, innovative ingredients. They are also PETA approved, UV protective, and color- and keratin-treatment safe.<br><br><b>Fragrance Description: </b>Created in collaboration with one of the oldest French Fragrance houses, Oribe’s signature scent, Côte d’Azur, features sun-drenched notes of Calabrian bergamot, white butterfly jasmine, and sandalwood—embodying the glamour and heat of the legendary destination.",Oribe Signature Moisture Hair Mask in 5.9 oz/ 175 mL Image 2
Living Proof,Leave-In Conditioner,"<p><strong>What it is: </strong><span style=""background-color: var(--palette-white, #ffffff);"">A weekly leave-in, repair treatment clinically proven to rebuild the structure of hair. This patent-pending technology makes hair 8x stronger*, smoother and shinier after one use. Leave this 450 heat protectant on for 10 minutes before adding your styler and heat for best results.</span><strong style=""background-color: var(--palette-white, #ffffff);""> </strong></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Damage/Split Ends/Breakage</p><p>- Heat Protection</p><p>- Shine</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Clinically Proven to Reconstruct Hair</p><p>- Repairs and Protects Against Damage</p><p>- Stylists Prefer Over Leading Bond-Builder</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- 3-D Fortifying Technology: Patent-pending tech forms a 3-D network to help rebuild and resist damage.</p><p>- Encapsulated Cellular Oil: Helps defend hair against thermal and UV damage and color fading.</p><p>- Biomimetic Emollient Blend: Smooths and aligns hair fibers, resulting in softness and shine.</p><p><br></p><p><strong>Ingredient Callouts:</strong> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also cruelty-free and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> This leave-in formula is good for all hair types and levels of damage. This leave-in formula is clinically shown to rebuild the structure of your hair via a patent-pending technology to prevent breakage, reduce visible signs of split ends, and offer heat protection up to 450°F/232°C.</p><br><br>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.",Living Proof Triple Bond Complex Leave-in Hair Treatment in 1.5 oz / 45 mL Image 2
OUAI,Hair Masks,"<p><strong>What it is: </strong>A silicone-free cream that defines curls, reduces frizz, and adds shine.</p><p><br></p><p><strong>Hair Type:</strong> Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Texture:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Curl-Enhancing</p><p>- Dryness</p><p>- Frizz</p><p><br></p><p><strong>Key Benefits: <br></strong>- Enhances, defines, and shapes curls</p><p>- Hydrates and softens curls</p><p>- Tames frizz and flyaways</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Chia and Linseed Oils: Form and shape curls, control frizz, and protect hair from humidity.</p><p>- Coconut Oil: Seals damaged cuticles and hydrates.</p><p>- Babassu Oil: Conditions, softens, and enhances shine.</p><p><br></p><p><strong>Ingredient Callouts:</strong> Free of parabens, formaldehydes, formaldehyde-releasing agents, phthalates, mineral oil, retinyl palmitate, oxybenzone, coal tar, hydroquinone, sulfates SLS & SLES, triclocarban, triclosan, and contains less than one percent synthetic fragrance. It is also vegan, gluten-free, and cruelty-free.</p><p><br></p><p><strong>What Else You Need to Know:</strong> <span style=""color: rgb(59, 59, 59); font-size: 12px; font-style: normal; font-weight: 400; text-align: start; text-indent: 0px; background-color: rgb(255, 255, 255);"" >This hydrating curl cream is safe for color-treated hair, keratin treatments, and chemically treated hair. It's scented with North Bondi—a floral fragrance with notes of bergamot, violet, and white musk.</span></p><p><br></p><p><strong>Fragrance Description: </strong>A beautiful floral fragrance, North Bondi features notes of bergamot, Italian lemon, Rose de Mai, magnolia, lily, blackberry, violet, cedarwood, amber, patchouli, sandalwood, and white musk.</p>",OUAI Curl Cream with North Bondi Fragrance in 8 oz/ 236 mL Image 2
shu uemura,Hair Masks,"<b>What it is: </b>A multi-benefit treatment mask that deeply nourishes hair for long-lasting frizz control and hair that’s 16 times smoother and three times shinier. <br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Concerns:<br></b>- Frizz<br>- Shine<br>- Straightening and Smoothing<br><br><b>Key Benefits: <br></b>- Enhances hair shine and smoothness<br>- Manages scalp health and leaves scalp balanced and healthy<br>- Thoroughly nourishes for intensely revitalized hair<br><br><b>Highlighted Ingredients:<br></b>- Ashitaba Extract: Supports scalp and hair health for less breakage and more softness and shine.<br>- Ferulic Acid: Antioxidant that forms a shield around the hair to preserve vibrancy and strength.<br><br><b>What Else You Need to Know:</b> This silicone-, sulfate-, and paraben-free mask is formulated with the rare, precious, Japanese-sourced ingredients ashitaba and ferulic acid. This rich mask intensely nourishes and detangles hair for long-lasting frizz control, leaving hair sixteen times smoother and three times shinier. It is designed for all hair types and supports holistic hair health.<br><br><b>Clinical Results:</b> When used as system of Ashita Supreme Shampoo, Mask, and Serum vs. non-conditioning shampoo​:<br>- 16X instantly smoother hair<br>- 99% stronger hair<br>- Instantly reduces breakage<br><br>When using Ashita Supreme Hair Serum vs. non-conditioning shampoo​:<br>- Instant and long-lasting frizz control ​<br><br>When using Ashita Supreme Shampoo vs. unwashed hair:<br>- 3X instantly enhanced shine",
Kérastase,Hair Masks,"<b>What it is: </b>An ultra-violet, anti-brass nourishing hair mask that neutralizes brassy and yellow undertones in lightened, cool blonde, bleached, or grey hair.<br><br><b>Hair Type:</b> Fine, Medium, and Thick<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Concerns:<br></b>- Color Safe<br>- Brassiness<br>- Color Fading<br><br><b>Key Benefits: <br></b>- Neutralizes brassy and yellow undertones<br>- Nourishes and strengthens damaged blonde hair<br>- Enhances softness and shine<br><br><b>Highlighted Ingredients:<br></b>- Hyaluronic Acid: Ultra concentrated acid to strengthen damaged hair, prevent future breakage, and seal cuticles.<br>- Edelweiss Flower: Rich in antioxidants to protect against daily damage and soften sensitized hair.<br>- Ultra-Violet Neutralizers: Highly concentrated pigments that neutralize and remove brassy and yellow undertones.<br><br><b>What Else You Need to Know:</b> A one-of-a-kind for professional blonde color care, this ultra-nourishing hair mask neutralizes unwanted brassy and yellow undertones. Uniquely formulated with hyaluronic acid and edelweiss flower, this mask is perfect for strengthening and resurfacing damaged hair for a flawless blonde result.<br>",Kérastase Blond Absolu Anti-Brass Purple Hair Mask in 6.8 oz/ 200 mL Image 2
Fenty Beauty by Rihanna,Hair Masks,"<p><strong>What it is: </strong>A pro-grade bond-building treatment great for all hair types, especially those damaged from heat styling, chemical services and coloring that penetrates deep into the cortex to provide instant inside-out repair and up to 75% improvement in damage. Use it in place of conditioner.</p><p><br></p><p><strong>Hair Texture:</strong> Straight, Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:<br></strong>- Damage, Split Ends, and Breakage</p><p>- Dryness</p><p>- Frizz</p><p><br></p><p><strong>Key Benefits: <br></strong>- Up to 75 visible percent improvement in damage</p><p>- Targets split ends and reduces breakage</p><p>- Fast results after just one use</p><p><br></p><p><strong>Highlighted Ingredients:<br></strong>- Fenty Beauty by Rihanna’s Proprietary Complex, Replenicore-5: Clinically tested to visibly repair and strengthen, hydrate, smooth, and protect.</p><p>- Baobab Seed Extract: Known to help strengthen and nourish.</p><p>- Chia Seed Extract: Known to reinforce hair bonds and visibly repair.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> With a proprietary bond-building formula, powered by amino acids, chia seed extract and a unique complex, Replenicore-5, you’ll see up to 75% improvement in damage*. Hair instantly looks and feels healthier, moisturized, softer and smoother with just one use. Leave it in or rinse it out.</p><p><br></p><p><strong>Fragrance Description: </strong>Luxe, rich, bright—the scent of a new era. Fenty Hair’s signature warm, ambery floral fragrance drips you in notes of sparkling yuzu, golden amber, soothing florals, indulgent vanilla and creamy sandalwood.    </p><p><br></p><p><strong>Clinical Results:</strong> In an 8-week clinical study on 31 people, when used as a leave-in results showed:</p><p>- Up to 75% improvement in damage</p><p>- Up to 72% stronger hair</p><p><br></p><p>In a clinical study with 31 people across all hair types, after the first use:</p><p>- 100% agree this formula immediately makes hair look healthier and feel smoother</p><p><br></p><p><strong>Clean at Sephora<br></strong>Our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing effectiveness.</p>",Fenty Beauty by Rihanna The Comeback Kid Instant Damage Repair Hair Treatment in 5 oz Image 2
adwoa beauty,Hair Masks,"<b>What it is: </b>A reparative treatment mask that detoxes, reduces breakage, and strengthens hair suffering from color, thermal, or environmental damage.<br><br><b>Hair Type:</b> Medium and Thick<br><br><b>Hair Texture:</b> Wavy, Curly, and Coily<br><br><b>Hair Concerns: </b><br>- Damage/Split Ends/Breakage <br>- Anti-Aging <br>- Frizz<br><br><b>Key Benefits: <br></b>- Strengthens damaged hair<br>- Enhances shine and reduces frizz<br>- Improves curl definition<br><br><b>Highlighted Ingredients:<br></b>- Moroccan Lava Clay: Removes impurities and excess oil from the scalp and imparts shine.<br>- Hydrolyzed Quinoa: Promotes hair growth, prevents breakage, and transforms dull, lifeless hair.<br>- Mango Butter: Fortifies and softens dry hair, reduces breakage, and smooths split ends.<br><br><b>Ingredient Callouts:</b> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.<br><br><b>What Else You Need to Know:</b> This emollient mask contains plant protein extracts to prevent breakage and seal highly porous hair. Moroccan lava clay, blue tansy flower oil, and spirulina extract work to soothe the scalp, reduce frizz, and promote shine. As a naturally derived product, it is normal for specks of some ingredients to be visible.<br><br><b>Fragrance Description: </b>This hair mask contains floral notes of natural tuberose, jasmine bud extract, ylang-ylang, orris concrete, benzoin, and musks.<b><br></b><br><br><br>CLEAN at Sephora is our commitment to offering formulas that go beyond regulatory standards to avoid controversial ingredients without sacrificing on effectiveness.",adwoa beauty Blue Tansy Reparative Mask in 16 oz/ 453 mg Image 2
Davines,Hair Masks,"<b>What it is: </b>A relaxing hair mask that improves combability, hydration, and softness—for dry or stressed strands and scalps.<br><br><b>Hair Texture:</b> Straight, Wavy, Curly, and Coily<br><br><b>Hair Type:</b> Medium and Thick<br><br><b>Hair Concerns:<br></b>- Dryness<br>- Shine<br><br><b>Key Benefits: <br></b>- Moisturizes dry strands and scalps<br>- Has a rebalancing, stress-reducing effect<br>- Features a relaxing scent<br><br><b>Highlighted Ingredients:<br></b>- Brahmi Oil: Energizes and rehydrates.<br>- Sweet Orange Essential Oil: Promotes mental relaxation.<br><br><b>Ingredient Callouts:</b> This product is vegan.<br><br><b>What Else You Need to Know:</b> Enriched with plant-derived oils, this hydrating hair mask visibly rebalances strands and scalps experiencing dryness and irritation due to stress, environmental factors, and weather. It softens hair and enhances relaxation, making you feel as though you're enjoying a salon treatment at home.",Davines The Let It Go Circle Hair Mask for Relaxation & Hydration in 1.69 oz/ 50 ml Image 2
Function of Beauty PRO,Hair Masks,"<p><strong>What it is: </strong><span style=""background-color: var(--palette-white, #ffffff);"">A Hair Goal Concentrate that promotes definition without weighing down your curls. Help further define your curls and coils by adding this concentrate to any Function of Beauty PRO product to customize your formula.</span></p><p><br></p><p><strong>Hair Texture:</strong> Wavy, Curly, and Coily</p><p><br></p><p><strong>Hair Type:</strong> Fine, Medium, and Thick</p><p><br></p><p><strong>Hair Concerns:</strong></p><p>- Curl-Enhancing</p><p>- Frizz</p><p>- Oily Scalp</p><p><br></p><p><strong>Key Benefits: </strong></p><p>- Provides curl definition</p><p><br></p><p><strong>Highlighted Ingredients:</strong></p><p>- Chia and Flax Seed Extract: Help curl definition.</p><p><br></p><p><strong>Ingredient Callouts:</strong> This product is vegan, gluten-free, cruelty-free, and comes in recyclable packaging.</p><p><br></p><p><strong>What Else You Need to Know:</strong> Add this Hair Goal Concentrate to your Function of Beauty PRO Shampoo or Conditioner Mask to fully customize your formula. Add up to three Hair Goal Concentrates per product to address a range of haircare concerns. Due to the concentration of natural ingredients the formulas may appear colored.</p><p><br></p><p><strong>Fragrance Description:</strong> Fragrance-Free</p><p><br></p>",Function of Beauty PRO Curl and Coils Defining Hair Goal Concentrate Mix-In in 0.13 oz / 4 mL - Curl and Coils Defining Concentrate Image 2
